recipe_id,recipe_name,legacy_recipe_name,category,cuisine_inspiration,difficulty,servings,prep_minutes,cook_minutes,ingredients,method,why_this_works_for_tha,planner_readability_notes,acquisition_lane,acquisition_type,meal_source_type,collection,import_key,slug
THA-438,"Ethiopian-style Chicken Thigh, Peas & Butternut Squash Stew 9",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g peas, chopped
250g butternut squash, chopped
250g wholegrain bread
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, peas and butternut squash, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain bread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by peas, butternut squash and wholegrain bread, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains peas
contains butternut squash
contains wholegrain bread
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-438,Ethiopian-style-chicken-thigh-peas-butternut-squash-stew-9
THA-439,"Australian Cafe-style Haricot Bean, Cabbage & Beetroot Rice Bowl",,dinner,Australian cafe-inspired,easy,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin haricot beans, drained
250g cabbage, chopped
250g beetroot, chopped
250g wholewheat couscous
1 tsp lemon
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add haricot bean, cabbage and beetroot, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat couscous as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Haricot Bean, cabbage, beetroot and wholewheat couscous create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains haricot bean
contains cabbage
contains beetroot
contains wholewheat couscous
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-439,australian-Cafe-style-haricot-bean-cabbage-beetroot-rice-bowl
THA-440,"Spanish-style Lentil, Radish & Courgette Noodle Bowl",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin lentils, drained
250g radish, chopped
250g courgette, chopped
250g buckwheat
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add lentil, radish and courgette, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the buckwheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Lentil, radish, courgette and buckwheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains lentil
contains radish
contains courgette
contains buckwheat
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-440,Spanish-style-lentil-radish-courgette-noodle-bowl
THA-441,"Indian-style Chicken Thigh, Butternut Squash & Cabbage Skillet 9",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g butternut squash, chopped
250g cabbage, chopped
250g potato
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, butternut squash and cabbage, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by butternut squash, cabbage and potato, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains butternut squash
contains cabbage
contains potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-441,Indian-style-chicken-thigh-butternut-squash-cabbage-skillet-9
THA-442,"Indonesian-style Butter Bean, Parsnip & Swede One-Pot",,dinner,Indonesian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin butter beans, drained
250g parsnip, chopped
250g swede, chopped
250g brown basmati rice
1 tsp ginger
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add butter bean, parsnip and swede, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown basmati rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Butter Bean, parsnip, swede and brown basmati rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains butter bean
contains parsnip
contains swede
contains brown basmati rice
mild base recipe
batch-cook friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-442,Indonesian-style-butter-bean-parsnip-swede-one-pot
THA-443,"Ethiopian-style Tofu, Asparagus & Onion Stew",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
280g firm tofu, cubed
250g asparagus, chopped
250g onion, chopped
250g bulgur wheat
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add tofu, asparagus and onion, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the bulgur wheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Tofu, asparagus, onion and bulgur wheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains tofu
contains asparagus
contains onion
contains bulgur wheat
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-443,Ethiopian-style-tofu-asparagus-onion-stew
THA-444,"Australian Cafe-style Chicken Thigh, Celery & Tomato Rice Bowl 9",,dinner,Australian cafe-inspired,easy,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g celery, chopped
250g tomato, chopped
250g wholewheat noodles
1 tsp lemon
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, celery and tomato, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat noodles as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by celery, tomato and wholewheat noodles, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains celery
contains tomato
contains wholewheat noodles
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-444,australian-Cafe-style-chicken-thigh-celery-tomato-rice-bowl-9
THA-445,"Spanish-style Edamame, Broccoli & Spring Onion Noodle Bowl",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g edamames
250g broccoli, chopped
250g spring onion, chopped
250g sweet potato
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add edamame, broccoli and spring onion, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the sweet potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Edamame, broccoli, spring onion and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains edamame
contains broccoli
contains spring onion
contains sweet potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-445,Spanish-style-edamame-broccoli-spring-onion-noodle-bowl
THA-446,"Indian-style Cannellini Bean, Red Pepper & Kale Skillet",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin cannellini beans, drained
250g red pepper, chopped
250g kale, chopped
250g brown rice
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cannellini bean, red pepper and kale, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Cannellini Bean, red pepper, kale and brown rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains cannellini bean
contains red pepper
contains kale
contains brown rice
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-446,Indian-style-cannellini-bean-red-pepper-kale-skillet
THA-447,"Indonesian-style Chicken Thigh, Tomato & Broccoli One-Pot 9",,dinner,Indonesian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g tomato, chopped
250g broccoli, chopped
250g pearl barley
1 tsp ginger
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, tomato and broccoli, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the pearl barley as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by tomato, broccoli and pearl barley, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains tomato
contains broccoli
contains pearl barley
mild base recipe
batch-cook friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-447,Indonesian-style-chicken-thigh-tomato-broccoli-one-pot-9
THA-448,"Ethiopian-style Kidney Bean, Peas & Leek Stew",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin kidney beans, drained
250g peas, chopped
250g leek, chopped
250g wholemeal flatbread
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add kidney bean, peas and leek, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholemeal flatbread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Kidney Bean, peas, leek and wholemeal flatbread create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains kidney bean
contains peas
contains leek
contains wholemeal flatbread
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-448,Ethiopian-style-kidney-bean-peas-leek-stew
THA-449,"Australian Cafe-style Chickpea, Cabbage & Cucumber Rice Bowl",,dinner,Australian cafe-inspired,easy,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin chickpeas, drained
250g cabbage, chopped
250g cucumber, chopped
250g oats
1 tsp lemon
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chickpea, cabbage and cucumber, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the oats as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Chickpea, cabbage, cucumber and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains chickpea
contains cabbage
contains cucumber
contains oats
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-449,australian-Cafe-style-chickpea-cabbage-cucumber-rice-bowl
THA-450,"Spanish-style Chicken Thigh, Radish & Asparagus Noodle Bowl 9",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g radish, chopped
250g asparagus, chopped
250g wholewheat pasta
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, radish and asparagus, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat pasta as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by radish, asparagus and wholewheat pasta, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains radish
contains asparagus
contains wholewheat pasta
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-450,Spanish-style-chicken-thigh-radish-asparagus-noodle-bowl-9
THA-451,"Indian-style Lentil, Butternut Squash & Carrot Skillet",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin lentils, drained
250g butternut squash, chopped
250g carrot, chopped
250g quinoa
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add lentil, butternut squash and carrot, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the quinoa as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Lentil, butternut squash, carrot and quinoa create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains lentil
contains butternut squash
contains carrot
contains quinoa
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-451,Indian-style-lentil-butternut-squash-carrot-skillet
THA-452,"Indonesian-style Split Pea, Parsnip & Sweetcorn One-Pot",,dinner,Indonesian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g split peas
250g parsnip, chopped
250g sweetcorn, chopped
250g wholegrain wrap
1 tsp ginger
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add split pea, parsnip and sweetcorn, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain wrap as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Split Pea, parsnip, sweetcorn and wholegrain wrap create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains split pea
contains parsnip
contains sweetcorn
contains wholegrain wrap
mild base recipe
batch-cook friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-452,Indonesian-style-split-pea-parsnip-sweetcorn-one-pot
THA-453,"Ethiopian-style Chicken Thigh, Asparagus & Butternut Squash Stew 9",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g asparagus, chopped
250g butternut squash, chopped
250g wholegrain bread
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, asparagus and butternut squash, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain bread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by asparagus, butternut squash and wholegrain bread, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains asparagus
contains butternut squash
contains wholegrain bread
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-453,Ethiopian-style-chicken-thigh-asparagus-butternut-squash-stew-9
THA-454,"Australian Cafe-style Tofu, Celery & Beetroot Rice Bowl",,dinner,Australian cafe-inspired,easy,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
280g firm tofu, cubed
250g celery, chopped
250g beetroot, chopped
250g wholewheat couscous
1 tsp lemon
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add tofu, celery and beetroot, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat couscous as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Tofu, celery, beetroot and wholewheat couscous create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains tofu
contains celery
contains beetroot
contains wholewheat couscous
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-454,australian-Cafe-style-tofu-celery-beetroot-rice-bowl
THA-455,"Spanish-style Black Bean, Broccoli & Courgette Noodle Bowl",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin black beans, drained
250g broccoli, chopped
250g courgette, chopped
250g buckwheat
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add black bean, broccoli and courgette, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the buckwheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Black Bean, broccoli, courgette and buckwheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains black bean
contains broccoli
contains courgette
contains buckwheat
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-455,Spanish-style-black-bean-broccoli-courgette-noodle-bowl
THA-456,"Indian-style Chicken Thigh, Red Pepper & Cabbage Skillet 9",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g red pepper, chopped
250g cabbage, chopped
250g potato
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, red pepper and cabbage, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by red pepper, cabbage and potato, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains red pepper
contains cabbage
contains potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-456,Indian-style-chicken-thigh-red-pepper-cabbage-skillet-9
THA-457,"Chinese-style Red Cabbage, Green Bean & Split Pea Roasted Veg",,side,Chinese-inspired,easy,4,15,20,"250g buckwheat
250g red cabbage, chopped
250g green bean, chopped
250g split peas
2 tbsp olive oil
1 tsp ginger
1 tsp garlic
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the buckwheat according to the packet instructions.
2. Roast or steam the red cabbage and green bean until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Split Pea, red cabbage, green bean and buckwheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains split pea
contains red cabbage
contains green bean
contains buckwheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-457,Chinese-style-red-cabbage-green-bean-split-pea-roasted-veg
THA-458,"West African-style Cucumber, Pumpkin & Cod Herb Potatoes",,side,West African-inspired,easy,4,15,20,"250g potato
250g cucumber, chopped
250g pumpkin, chopped
4 quality cod fillets or 350g cod
2 tbsp olive oil
1 tsp ginger
1 tsp tomato purée
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the potato according to the packet instructions.
2. Roast or steam the cucumber and pumpkin until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Quality cod is paired with cucumber, pumpkin and potato for a whole-food meal where protein is balanced by vegetables and fibre.","category: side
contains cod
contains cucumber
contains pumpkin
contains potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-458,west-African-style-cucumber-pumpkin-cod-herb-potatoes
THA-459,"Georgian-style Pumpkin, Celery & Feta Slaw",,side,Georgian-inspired,easy,4,15,20,"250g brown basmati rice
250g pumpkin, chopped
250g celery, chopped
250g feta
2 tbsp olive oil
1 tsp coriander
1 tsp dill
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the brown basmati rice according to the packet instructions.
2. Roast or steam the pumpkin and celery until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Feta, pumpkin, celery and brown basmati rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains feta
contains pumpkin
contains celery
contains brown basmati rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-459,Georgian-style-pumpkin-celery-feta-slaw
THA-460,"Greek-style Kale, Aubergine & Black Bean Bean Salad",,side,Greek-inspired,easy,4,15,20,"250g bulgur wheat
250g kale, chopped
250g aubergine, chopped
1 x 400g tin black beans, drained
2 tbsp olive oil
1 tsp dried oregano
1 tsp lemon zest
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the bulgur wheat according to the packet instructions.
2. Roast or steam the kale and aubergine until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Black Bean, kale, aubergine and bulgur wheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains black bean
contains kale
contains aubergine
contains bulgur wheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-460,Greek-style-kale-aubergine-black-bean-bean-salad
THA-461,"Persian-style Fennel, Red Cabbage & Mackerel Grain Salad",,side,Persian-inspired,easy,4,15,20,"250g wholewheat noodles
250g fennel, chopped
250g red cabbage, chopped
4 quality mackerel fillets or 350g mackerel
2 tbsp olive oil
1 tsp turmeric
1 tsp dill
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the wholewheat noodles according to the packet instructions.
2. Roast or steam the fennel and red cabbage until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Quality mackerel is paired with fennel, red cabbage and wholewheat noodles for a whole-food meal where protein is balanced by vegetables and fibre.","category: side
contains mackerel
contains fennel
contains red cabbage
contains wholewheat noodles
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-461,Persian-style-fennel-red-cabbage-mackerel-grain-salad
THA-462,"Chinese-style Onion, Parsnip & Greek Yoghurt Roasted Veg",,side,Chinese-inspired,easy,4,15,20,"250g sweet potato
250g onion, chopped
250g parsnip, chopped
250g Greek yoghurt
2 tbsp olive oil
1 tsp ginger
1 tsp garlic
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the sweet potato according to the packet instructions.
2. Roast or steam the onion and parsnip until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Greek Yoghurt, onion, parsnip and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains Greek yoghurt
contains onion
contains parsnip
contains sweet potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-462,Chinese-style-onion-parsnip-greek-yoghurt-roasted-veg
THA-463,"West African-style Cauliflower, Spinach & Green Pea Herb Potatoes",,side,West African-inspired,easy,4,15,20,"250g brown rice
250g cauliflower, chopped
250g spinach, chopped
250g green peas
2 tbsp olive oil
1 tsp ginger
1 tsp tomato purée
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the brown rice according to the packet instructions.
2. Roast or steam the cauliflower and spinach until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Green Pea, cauliflower, spinach and brown rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains green pea
contains cauliflower
contains spinach
contains brown rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-463,west-African-style-cauliflower-spinach-green-pea-herb-potatoes
